Date,processed_price,,,,,
5/20/2019,0.458587489,0.46999024,0.497392397,0.493237874,0.476531436,0.480155482
5/27/2019,0.443914073,0.458587489,0.46999024,0.497392397,0.493237874,0.476531436
6/3/2019,0.409528859,0.443914073,0.458587489,0.46999024,0.497392397,0.493237874
6/10/2019,0.463449045,0.409528859,0.443914073,0.458587489,0.46999024,0.497392397
6/17/2019,0.470874233,0.463449045,0.409528859,0.443914073,0.458587489,0.46999024
6/24/2019,0.498011084,0.470874233,0.463449045,0.409528859,0.443914073,0.458587489
7/1/2019,0.492619052,0.498011084,0.470874233,0.463449045,0.409528859,0.443914073
7/8/2019,0.514364005,0.492619052,0.498011084,0.470874233,0.463449045,0.409528859
7/15/2019,0.523733735,0.514364005,0.492619052,0.498011084,0.470874233,0.463449045
7/22/2019,0.507734464,0.523733735,0.514364005,0.492619052,0.498011084,0.470874233
7/29/2019,0.530805272,0.507734464,0.523733735,0.514364005,0.492619052,0.498011084
8/5/2019,0.488111012,0.530805272,0.507734464,0.523733735,0.514364005,0.492619052
8/12/2019,0.482276984,0.488111012,0.530805272,0.507734464,0.523733735,0.514364005
8/19/2019,0.468310735,0.482276984,0.488111012,0.530805272,0.507734464,0.523733735
8/26/2019,0.450366788,0.468310735,0.482276984,0.488111012,0.530805272,0.507734464
9/2/2019,0.483337667,0.450366788,0.468310735,0.482276984,0.488111012,0.530805272
9/9/2019,0.506673646,0.483337667,0.450366788,0.468310735,0.482276984,0.488111012
9/16/2019,0.522496226,0.506673646,0.483337667,0.450366788,0.468310735,0.482276984
9/23/2019,0.509855831,0.522496226,0.506673646,0.483337667,0.450366788,0.468310735
9/30/2019,0.494475383,0.509855831,0.522496226,0.506673646,0.483337667,0.450366788
10/7/2019,0.489436867,0.494475383,0.509855831,0.522496226,0.506673646,0.483337667
10/14/2019,0.497392397,0.489436867,0.494475383,0.509855831,0.522496226,0.506673646
10/21/2019,0.505789788,0.497392397,0.489436867,0.494475383,0.509855831,0.522496226
10/28/2019,0.522319401,0.505789788,0.497392397,0.489436867,0.494475383,0.509855831
11/4/2019,0.543357187,0.522319401,0.505789788,0.497392397,0.489436867,0.494475383
11/11/2019,0.555113589,0.543357187,0.522319401,0.505789788,0.497392397,0.489436867
11/18/2019,0.567400333,0.555113589,0.543357187,0.522319401,0.505789788,0.497392397
11/25/2019,0.563776152,0.567400333,0.555113589,0.543357187,0.522319401,0.505789788
