Date,processed_price,,,,,
9/9/2019,0.102987691,0.172934958,0.188576457,0.163971861,0.155184515,0.148857648
9/16/2019,0.080843574,0.102987691,0.172934958,0.188576457,0.163971861,0.155184515
9/23/2019,0.108611587,0.080843574,0.102987691,0.172934958,0.188576457,0.163971861
9/30/2019,0.142003495,0.108611587,0.080843574,0.102987691,0.172934958,0.188576457
10/7/2019,0.138840079,0.142003495,0.108611587,0.080843574,0.102987691,0.172934958
10/14/2019,0.113181011,0.138840079,0.142003495,0.108611587,0.080843574,0.102987691
10/21/2019,0.089806671,0.113181011,0.138840079,0.142003495,0.108611587,0.080843574
10/28/2019,0.061687157,0.089806671,0.113181011,0.138840079,0.142003495,0.108611587
11/4/2019,0.055536025,0.061687157,0.089806671,0.113181011,0.138840079,0.142003495
11/11/2019,0.051493837,0.055536025,0.061687157,0.089806671,0.113181011,0.138840079
11/18/2019,0.051142352,0.051493837,0.055536025,0.061687157,0.089806671,0.113181011
11/25/2019,0.056239012,0.051142352,0.051493837,0.055536025,0.061687157,0.089806671
12/2/2019,0.061159921,0.056239012,0.051142352,0.051493837,0.055536025,0.061687157
12/9/2019,0.078734613,0.061159921,0.056239012,0.051142352,0.051493837,0.055536025
12/16/2019,0.061335672,0.078734613,0.061159921,0.056239012,0.051142352,0.051493837
12/23/2019,0.059226711,0.061335672,0.078734613,0.061159921,0.056239012,0.051142352
12/30/2019,0.075395429,0.059226711,0.061335672,0.078734613,0.061159921,0.056239012
1/6/2020,0.0857645,0.075395429,0.059226711,0.061335672,0.078734613,0.061159921
1/13/2020,0.060105449,0.0857645,0.075395429,0.059226711,0.061335672,0.078734613
1/20/2020,0.05202109,0.060105449,0.0857645,0.075395429,0.059226711,0.061335672
1/27/2020,0.095254833,0.05202109,0.060105449,0.0857645,0.075395429,0.059226711
2/3/2020,0.170474512,0.095254833,0.05202109,0.060105449,0.0857645,0.075395429
2/10/2020,0.111247801,0.170474512,0.095254833,0.05202109,0.060105449,0.0857645
2/17/2020,0.079789102,0.111247801,0.170474512,0.095254833,0.05202109,0.060105449
2/24/2020,0.139543049,0.079789102,0.111247801,0.170474512,0.095254833,0.05202109
3/2/2020,0.544288224,0.139543049,0.079789102,0.111247801,0.170474512,0.095254833
3/9/2020,0.576449876,0.544288224,0.139543049,0.079789102,0.111247801,0.170474512
3/16/2020,0.855711793,0.576449876,0.544288224,0.139543049,0.079789102,0.111247801
3/23/2020,1,0.855711793,0.576449876,0.544288224,0.139543049,0.079789102
3/30/2020,0.991212654,1,0.855711793,0.576449876,0.544288224,0.139543049
4/6/2020,0.661862891,0.991212654,1,0.855711793,0.576449876,0.544288224
4/13/2020,0.571704701,0.661862891,0.991212654,1,0.855711793,0.576449876
4/20/2020,0.509841843,0.571704701,0.661862891,0.991212654,1,0.855711793
4/27/2020,0.470826005,0.509841843,0.571704701,0.661862891,0.991212654,1
5/4/2020,0.492970088,0.470826005,0.509841843,0.571704701,0.661862891,0.991212654
5/11/2020,0.331107188,0.492970088,0.470826005,0.509841843,0.571704701,0.661862891
5/18/2020,0.399824232,0.331107188,0.492970088,0.470826005,0.509841843,0.571704701
5/25/2020,0.334270638,0.399824232,0.331107188,0.492970088,0.470826005,0.509841843
6/1/2020,0.322847095,0.334270638,0.399824232,0.331107188,0.492970088,0.470826005
6/8/2020,0.270298769,0.322847095,0.334270638,0.399824232,0.331107188,0.492970088
6/15/2020,0.473637953,0.270298769,0.322847095,0.334270638,0.399824232,0.331107188
6/22/2020,0.45659048,0.473637953,0.270298769,0.322847095,0.334270638,0.399824232
6/29/2020,0.449736361,0.45659048,0.473637953,0.270298769,0.322847095,0.334270638
7/6/2020,0.325834794,0.449736361,0.45659048,0.473637953,0.270298769,0.322847095
7/13/2020,0.318980675,0.325834794,0.449736361,0.45659048,0.473637953,0.270298769
7/20/2020,0.290685409,0.318980675,0.325834794,0.449736361,0.45659048,0.473637953
7/27/2020,0.293497357,0.290685409,0.318980675,0.325834794,0.449736361,0.45659048
8/3/2020,0.269244263,0.293497357,0.290685409,0.318980675,0.325834794,0.449736361
8/10/2020,0.229701206,0.269244263,0.293497357,0.290685409,0.318980675,0.325834794
8/17/2020,0.226889258,0.229701206,0.269244263,0.293497357,0.290685409,0.318980675
8/24/2020,0.235500886,0.226889258,0.229701206,0.269244263,0.293497357,0.290685409
8/31/2020,0.242882225,0.235500886,0.226889258,0.229701206,0.269244263,0.293497357
9/7/2020,0.379789094,0.242882225,0.235500886,0.226889258,0.229701206,0.269244263
9/14/2020,0.311599303,0.379789094,0.242882225,0.235500886,0.226889258,0.229701206
9/21/2020,0.293321607,0.311599303,0.379789094,0.242882225,0.235500886,0.226889258
